PRISM Time Series Data
Location:  Lat: 41.8283   Lon: -72.2371   Elev: 158m
"Climate variables: ppt,tmean"
Spatial resolution: 4km
Period: 2015-01-01 - 2025-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Feb-12
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (mm),tmean (degrees C)
2022-06-01,0.00,21.3
2022-06-02,1.15,14.7
2022-06-03,0.11,18.0
2022-06-04,4.05,18.4
2022-06-05,0.00,16.5
2022-06-06,0.00,15.6
2022-06-07,0.00,18.8
2022-06-08,12.35,19.1
2022-06-09,22.66,19.8
2022-06-10,3.64,19.4
2022-06-11,0.00,18.4
2022-06-12,0.10,17.5
2022-06-13,3.21,18.8
2022-06-14,0.00,20.5
2022-06-15,0.00,19.8
2022-06-16,0.00,19.5
2022-06-17,0.00,19.1
2022-06-18,1.06,22.6
2022-06-19,4.75,14.5
2022-06-20,0.41,15.5
2022-06-21,0.00,17.6
2022-06-22,4.00,18.4
2022-06-23,4.15,15.3
2022-06-24,0.00,17.8
2022-06-25,0.00,19.1
2022-06-26,0.00,23.0
2022-06-27,0.00,24.8
2022-06-28,21.58,16.8
2022-06-29,0.00,18.4
2022-06-30,0.00,20.2
2022-07-01,0.00,20.5
2022-07-02,13.03,24.4
2022-07-03,0.00,23.5
2022-07-04,0.00,20.7
2022-07-05,0.00,20.7
2022-07-06,2.90,20.1
2022-07-07,0.00,20.6
2022-07-08,0.00,19.7
2022-07-09,0.00,22.1
2022-07-10,0.00,19.9
2022-07-11,0.00,19.3
2022-07-12,0.00,20.6
2022-07-13,8.52,22.7
2022-07-14,1.20,23.0
2022-07-15,0.17,21.5
2022-07-16,0.00,21.2
2022-07-17,0.00,21.9
2022-07-18,0.00,24.2
2022-07-19,14.28,22.5
2022-07-20,0.00,25.2
2022-07-21,0.00,26.5
2022-07-22,0.00,25.7
2022-07-23,0.00,24.6
2022-07-24,0.00,25.8
2022-07-25,0.55,26.7
2022-07-26,1.64,22.5
2022-07-27,0.00,19.7
2022-07-28,0.70,21.9
2022-07-29,3.52,23.8
2022-07-30,0.00,24.8
2022-07-31,0.82,21.9
2022-08-01,3.15,23.3
2022-08-02,0.00,22.0
2022-08-03,0.39,24.4
2022-08-04,0.00,24.0
2022-08-05,0.00,26.7
2022-08-06,0.00,25.0
2022-08-07,0.00,26.9
2022-08-08,0.00,26.3
2022-08-09,2.88,27.0
2022-08-10,0.75,26.1
2022-08-11,0.00,22.4
2022-08-12,0.00,22.5
2022-08-13,0.00,20.1
2022-08-14,0.00,18.1
2022-08-15,0.00,19.7
2022-08-16,0.00,20.2
2022-08-17,1.13,21.1
2022-08-18,3.15,19.9
2022-08-19,0.00,20.8
2022-08-20,0.00,23.9
2022-08-21,0.00,24.9
2022-08-22,0.00,22.6
2022-08-23,22.19,20.0
2022-08-24,38.74,20.8
2022-08-25,0.00,23.6
2022-08-26,0.00,24.0
2022-08-27,26.05,23.7
2022-08-28,0.90,22.5
2022-08-29,0.00,21.7
2022-08-30,0.00,23.6
2022-08-31,12.80,23.6
2022-09-01,0.00,20.1
2022-09-02,0.00,16.5
2022-09-03,0.00,17.9
2022-09-04,0.37,19.6
2022-09-05,3.35,22.1
2022-09-06,38.84,20.3
2022-09-07,31.48,15.9
2022-09-08,0.00,16.0
2022-09-09,0.00,17.0
2022-09-10,0.00,19.4
2022-09-11,0.00,21.6
2022-09-12,2.55,19.5
2022-09-13,3.73,21.6
2022-09-14,8.70,18.3
2022-09-15,0.00,18.5
2022-09-16,0.00,13.2
2022-09-17,0.00,14.3
2022-09-18,0.00,15.4
2022-09-19,0.00,21.1
2022-09-20,12.73,19.9
2022-09-21,0.77,18.4
2022-09-22,0.04,17.9
2022-09-23,25.54,13.6
2022-09-24,0.00,9.1
2022-09-25,0.00,11.3
2022-09-26,6.59,12.9
2022-09-27,3.40,15.8
2022-09-28,0.00,13.9
2022-09-29,0.00,13.2
2022-09-30,0.00,11.0
2022-10-01,0.00,11.6
2022-10-02,2.06,10.9
2022-10-03,0.00,10.0
2022-10-04,1.00,9.2
2022-10-05,16.07,10.7
2022-10-06,10.86,12.7
2022-10-07,0.00,16.1
2022-10-08,0.12,15.2
2022-10-09,0.00,7.0
2022-10-10,0.00,8.4
2022-10-11,0.00,10.3
2022-10-12,0.00,11.5
2022-10-13,1.02,13.4
2022-10-14,34.95,14.1
2022-10-15,0.94,11.3
2022-10-16,0.00,12.8
2022-10-17,0.00,12.3
2022-10-18,19.89,11.1
2022-10-19,1.78,7.5
2022-10-20,0.00,6.1
2022-10-21,0.00,6.8
2022-10-22,0.00,9.5
2022-10-23,0.17,11.0
2022-10-24,1.94,9.9
2022-10-25,4.64,12.7
2022-10-26,16.09,17.1
2022-10-27,1.32,16.8
2022-10-28,0.00,9.8
2022-10-29,0.00,5.7
2022-10-30,0.00,7.3
2022-10-31,0.00,9.6
2022-11-01,3.05,13.4
2022-11-02,0.84,13.4
2022-11-03,0.00,12.0
2022-11-04,0.00,12.2
2022-11-05,0.00,14.2
2022-11-06,0.00,19.0
2022-11-07,0.00,20.1
2022-11-08,0.00,14.1
2022-11-09,0.00,5.6
2022-11-10,0.00,5.8
2022-11-11,0.00,12.4
2022-11-12,28.01,16.6
2022-11-13,7.08,14.0
2022-11-14,4.78,4.8
2022-11-15,0.00,0.2
2022-11-16,18.66,1.1
2022-11-17,1.28,3.2
2022-11-18,0.01,2.0
2022-11-19,0.00,-0.3
2022-11-20,0.00,-0.1
2022-11-21,0.00,-3.2
2022-11-22,0.00,-2.1
2022-11-23,0.00,3.1
2022-11-24,0.00,3.1
2022-11-25,0.00,3.3
2022-11-26,0.49,5.5
2022-11-27,0.00,6.5
2022-11-28,12.45,8.7
2022-11-29,0.00,3.6
2022-11-30,0.00,1.7
2022-12-01,23.97,6.7
2022-12-02,0.00,0.0
2022-12-03,0.00,2.6
2022-12-04,17.44,6.6
2022-12-05,0.00,-0.5
2022-12-06,0.00,1.5
2022-12-07,25.90,9.3
2022-12-08,8.25,10.3
2022-12-09,0.00,4.2
2022-12-10,0.00,1.9
2022-12-11,0.00,-1.0
2022-12-12,6.62,-2.4
2022-12-13,0.00,-3.8
2022-12-14,0.00,-1.9
2022-12-15,0.00,-2.2
2022-12-16,13.32,0.1
2022-12-17,15.01,2.3
2022-12-18,0.00,0.2
2022-12-19,0.00,-1.5
2022-12-20,0.00,-0.2
2022-12-21,0.00,-3.8
2022-12-22,0.00,-2.2
2022-12-23,34.99,4.6
2022-12-24,8.08,-1.1
2022-12-25,0.00,-13.3
2022-12-26,0.00,-9.7
2022-12-27,0.00,-4.7
2022-12-28,0.00,-4.0
2022-12-29,0.00,-0.3
2022-12-30,0.00,2.8
2022-12-31,0.00,7.9
2023-01-01,14.22,8.8
2023-01-02,0.00,4.8
2023-01-03,0.00,3.7
2023-01-04,18.70,4.9
2023-01-05,5.12,7.7
2023-01-06,0.76,3.8
2023-01-07,7.53,0.9
2023-01-08,0.00,-0.3
2023-01-09,0.13,-0.9
2023-01-10,0.00,-0.2
2023-01-11,0.00,-1.3
2023-01-12,0.00,-1.9
2023-01-13,22.97,5.4
2023-01-14,2.61,4.5
2023-01-15,0.00,-1.8
2023-01-16,0.00,-0.6
2023-01-17,0.00,-1.3
2023-01-18,0.00,2.2
2023-01-19,0.00,3.9
2023-01-20,33.12,1.7
2023-01-21,1.46,1.1
2023-01-22,1.62,-0.5
2023-01-23,17.90,-0.4
2023-01-24,8.85,-0.4
2023-01-25,0.00,-0.3
2023-01-26,38.28,4.2
2023-01-27,0.00,2.0
2023-01-28,0.00,0.4
2023-01-29,0.00,4.0
2023-01-30,0.00,4.3
2023-01-31,0.29,4.3
2023-02-01,0.00,-2.4
2023-02-02,0.00,-4.9
2023-02-03,0.00,-3.8
2023-02-04,0.00,-15.6
2023-02-05,0.00,-13.3
2023-02-06,0.00,1.9
2023-02-07,0.00,1.6
2023-02-08,3.11,-0.9
2023-02-09,0.00,2.5
2023-02-10,0.00,4.1
2023-02-11,0.00,7.5
2023-02-12,0.00,1.1
2023-02-13,0.00,3.4
2023-02-14,0.00,4.6
2023-02-15,0.00,4.5
2023-02-16,0.00,7.0
2023-02-17,0.47,12.7
2023-02-18,4.51,3.3
2023-02-19,0.00,-1.2
2023-02-20,0.00,3.3
2023-02-21,2.63,7.2
2023-02-22,2.68,0.9
2023-02-23,10.78,1.3
2023-02-24,2.69,-0.5
2023-02-25,0.00,-4.6
2023-02-26,1.44,-8.3
2023-02-27,0.00,-2.1
2023-02-28,15.69,-0.6
2023-03-01,4.33,-0.8
2023-03-02,4.32,2.1
2023-03-03,1.37,1.5
2023-03-04,14.93,3.0
2023-03-05,4.37,1.1
2023-03-06,0.00,3.5
2023-03-07,0.00,4.4
2023-03-08,0.00,0.6
2023-03-09,0.00,2.8
2023-03-10,0.00,3.2
2023-03-11,5.15,4.3
2023-03-12,0.06,0.2
2023-03-13,0.00,3.8
2023-03-14,42.38,3.0
2023-03-15,12.48,2.0
2023-03-16,0.00,0.6
2023-03-17,0.00,3.7
2023-03-18,0.00,6.9
2023-03-19,0.00,3.0
2023-03-20,0.00,-1.0
2023-03-21,0.00,3.0
2023-03-22,0.00,7.3
2023-03-23,0.00,9.5
2023-03-24,4.06,7.2
2023-03-25,0.00,5.1
2023-03-26,4.55,2.8
2023-03-27,0.00,7.5
2023-03-28,8.71,7.9
2023-03-29,1.07,2.9
2023-03-30,0.72,4.0
2023-03-31,0.00,-1.0
2023-04-01,1.59,2.6
2023-04-02,11.50,10.0
2023-04-03,0.00,2.2
2023-04-04,0.00,4.5
2023-04-05,0.00,12.2
2023-04-06,0.65,5.5
2023-04-07,0.00,12.4
2023-04-08,0.00,4.7
2023-04-09,0.00,3.6
2023-04-10,0.00,4.3
2023-04-11,0.00,9.2
2023-04-12,0.00,14.5
2023-04-13,0.00,17.0
2023-04-14,0.00,23.1
2023-04-15,0.00,22.3
2023-04-16,0.55,17.1
2023-04-17,0.00,13.6
2023-04-18,1.63,10.4
2023-04-19,0.00,7.2
2023-04-20,0.00,6.1
2023-04-21,0.00,11.2
2023-04-22,0.00,13.6
2023-04-23,49.21,11.2
2023-04-24,39.54,9.0
2023-04-25,0.00,8.1
2023-04-26,0.00,8.1
2023-04-27,0.00,9.7
2023-04-28,5.05,7.7
2023-04-29,1.34,10.1
2023-04-30,8.50,10.1
2023-05-01,38.48,12.5
2023-05-02,1.36,10.3
2023-05-03,4.60,7.0
2023-05-04,4.61,9.5
2023-05-05,0.90,8.3
2023-05-06,0.61,10.8
2023-05-07,0.00,15.3
2023-05-08,3.83,17.2
2023-05-09,0.00,13.6
2023-05-10,0.00,11.0
2023-05-11,0.00,13.2
2023-05-12,0.00,18.5
2023-05-13,0.00,21.9
2023-05-14,0.00,16.3
2023-05-15,0.00,12.0
2023-05-16,0.00,14.8
2023-05-17,0.00,16.7
2023-05-18,0.00,6.4
2023-05-19,0.00,9.3
2023-05-20,0.00,11.5
2023-05-21,39.26,14.2
2023-05-22,0.00,14.0
2023-05-23,0.00,14.0
2023-05-24,0.00,13.3
2023-05-25,1.47,14.5
2023-05-26,0.00,10.2
2023-05-27,0.00,13.9
2023-05-28,0.00,17.4
2023-05-29,0.00,19.2
2023-05-30,0.00,14.4
2023-05-31,0.00,14.0
2023-06-01,0.00,17.5
2023-06-02,0.00,21.1
2023-06-03,28.99,21.0
2023-06-04,0.51,10.3
2023-06-05,0.00,11.1
2023-06-06,0.00,14.0
2023-06-07,0.51,15.1
2023-06-08,0.00,13.4
2023-06-09,0.00,12.7
2023-06-10,1.49,15.6
2023-06-11,0.00,16.4
2023-06-12,0.00,20.7
2023-06-13,5.79,20.2
2023-06-14,0.00,18.5
2023-06-15,6.54,18.4
2023-06-16,0.00,19.1
2023-06-17,0.00,19.3
2023-06-18,7.93,16.5
2023-06-19,0.00,18.2
2023-06-20,0.00,18.1
2023-06-21,3.19,16.9
2023-06-22,0.00,16.3
2023-06-23,0.00,18.9
2023-06-24,4.65,20.5
2023-06-25,17.22,20.6
2023-06-26,1.34,23.5
2023-06-27,13.71,23.0
2023-06-28,0.14,21.2
2023-06-29,13.26,20.5
2023-06-30,0.00,20.2
2023-07-01,0.00,22.3
2023-07-02,2.62,22.6
2023-07-03,45.85,21.9
2023-07-04,21.81,25.0
2023-07-05,11.69,22.7
2023-07-06,0.00,25.6
2023-07-07,0.00,25.0
2023-07-08,0.00,24.0
2023-07-09,0.00,26.1
2023-07-10,6.70,24.0
2023-07-11,19.25,21.7
2023-07-12,0.00,23.7
2023-07-13,0.00,24.6
2023-07-14,21.73,23.6
2023-07-15,11.22,22.3
2023-07-16,9.95,25.7
2023-07-17,42.42,23.3
2023-07-18,0.00,24.6
2023-07-19,0.60,23.6
2023-07-20,0.00,22.4
2023-07-21,0.00,23.0
2023-07-22,27.99,21.2
2023-07-23,0.00,20.8
2023-07-24,0.00,22.4
2023-07-25,0.00,23.6
2023-07-26,19.81,22.2
2023-07-27,0.00,23.5
2023-07-28,24.38,25.4
2023-07-29,0.00,25.8
2023-07-30,37.06,22.1
2023-07-31,0.00,18.3
2023-08-01,0.00,20.1
2023-08-02,0.00,17.4
2023-08-03,0.00,17.7
2023-08-04,0.00,20.1
2023-08-05,0.00,20.1
2023-08-06,0.00,20.5
2023-08-07,0.22,20.6
2023-08-08,36.37,19.8
2023-08-09,3.15,22.4
2023-08-10,0.00,21.2
2023-08-11,2.60,20.3
2023-08-12,0.00,19.7
2023-08-13,11.04,21.6
2023-08-14,0.00,22.6
2023-08-15,11.20,22.4
2023-08-16,7.19,19.4
2023-08-17,0.38,20.0
2023-08-18,31.96,20.8
2023-08-19,26.14,19.7
2023-08-20,0.00,17.5
2023-08-21,0.00,20.6
2023-08-22,0.00,20.7
2023-08-23,0.00,17.9
2023-08-24,0.00,18.6
2023-08-25,7.16,18.8
2023-08-26,9.05,18.7
2023-08-27,0.00,22.6
2023-08-28,0.18,20.7
2023-08-29,0.00,20.3
2023-08-30,1.93,20.6
2023-08-31,1.64,20.3
2023-09-01,0.00,16.0
2023-09-02,0.00,16.9
2023-09-03,0.00,18.9
2023-09-04,0.00,22.5
2023-09-05,0.00,24.3
2023-09-06,0.00,25.5
2023-09-07,0.00,25.8
2023-09-08,0.00,26.6
2023-09-09,12.49,24.9
2023-09-10,8.67,23.6
2023-09-11,23.14,22.6
2023-09-12,13.00,23.1
2023-09-13,0.00,21.5
2023-09-14,48.27,18.4
2023-09-15,0.00,16.7
2023-09-16,0.00,15.5
2023-09-17,0.00,15.6
2023-09-18,10.46,18.0
2023-09-19,28.72,15.3
2023-09-20,0.00,15.2
2023-09-21,0.00,14.7
2023-09-22,0.00,15.8
2023-09-23,0.00,14.1
2023-09-24,1.49,13.1
2023-09-25,16.99,14.3
2023-09-26,20.73,13.1
2023-09-27,0.00,10.7
2023-09-28,0.00,12.6
2023-09-29,13.14,14.1
2023-09-30,62.74,11.6
2023-10-01,1.15,13.0
2023-10-02,0.00,17.3
2023-10-03,0.00,15.7
2023-10-04,0.00,18.2
2023-10-05,0.00,21.0
2023-10-06,0.00,19.0
2023-10-07,1.37,18.4
2023-10-08,12.32,14.2
2023-10-09,0.00,10.6
2023-10-10,0.00,10.3
2023-10-11,0.16,11.4
2023-10-12,0.00,12.6
2023-10-13,0.00,12.6
2023-10-14,0.00,10.7
2023-10-15,0.00,9.9
2023-10-16,0.00,10.4
2023-10-17,0.47,10.0
2023-10-18,0.00,11.4
2023-10-19,0.00,11.5
2023-10-20,0.00,12.1
2023-10-21,27.17,13.3
2023-10-22,12.66,11.9
2023-10-23,0.00,8.3
2023-10-24,0.00,8.9
2023-10-25,0.00,9.6
2023-10-26,0.00,15.2
2023-10-27,0.00,19.1
2023-10-28,0.00,18.5
2023-10-29,0.00,18.0
2023-10-30,19.78,8.9
2023-10-31,4.17,5.7
2023-11-01,0.00,5.6
2023-11-02,0.04,1.2
2023-11-03,0.00,2.1
2023-11-04,0.00,6.1
2023-11-05,0.00,9.0
2023-11-06,0.00,8.7
2023-11-07,5.85,7.0
2023-11-08,1.69,9.3
2023-11-09,0.17,3.5
2023-11-10,0.02,3.2
2023-11-11,0.00,5.1
2023-11-12,0.00,2.4
2023-11-13,0.00,-0.5
2023-11-14,0.00,0.8
2023-11-15,0.00,1.5
2023-11-16,0.00,3.3
2023-11-17,0.00,8.8
2023-11-18,0.63,10.7
2023-11-19,0.80,5.4
2023-11-20,0.00,3.0
2023-11-21,0.00,-1.3
2023-11-22,26.30,0.1
2023-11-23,4.75,5.6
2023-11-24,0.00,6.6
2023-11-25,0.00,0.7
2023-11-26,0.00,-2.1
2023-11-27,6.02,2.5
2023-11-28,0.00,4.0
2023-11-29,0.00,-0.5
2023-11-30,0.00,-2.0
2023-12-01,0.00,2.1
2023-12-02,3.63,6.3
2023-12-03,1.57,7.3
2023-12-04,16.94,4.2
2023-12-05,0.00,5.7
2023-12-06,0.00,0.0
2023-12-07,0.00,-1.7
2023-12-08,0.00,-2.9
2023-12-09,0.00,2.2
2023-12-10,0.00,6.5
2023-12-11,101.88,10.4
2023-12-12,1.02,3.1
2023-12-13,0.00,1.4
2023-12-14,0.00,0.2
2023-12-15,0.00,-1.3
2023-12-16,0.00,6.2
2023-12-17,0.00,6.2
2023-12-18,52.94,8.8
2023-12-19,49.31,8.0
2023-12-20,0.00,1.2
2023-12-21,0.00,1.2
2023-12-22,0.00,-3.4
2023-12-23,0.00,-4.0
2023-12-24,0.00,-2.1
2023-12-25,0.73,2.9
2023-12-26,0.00,5.1
2023-12-27,0.00,3.2
2023-12-28,24.67,6.1
2023-12-29,8.64,6.2
2023-12-30,0.73,5.5
2023-12-31,0.00,3.1
2024-01-01,0.00,1.3
2024-01-02,0.00,-0.3
2024-01-03,0.00,-1.3
2024-01-04,0.00,0.2
2024-01-05,0.00,-1.2
2024-01-06,0.00,-3.6
2024-01-07,12.05,-2.4
2024-01-08,5.90,-2.1
2024-01-09,0.00,-2.5
2024-01-10,75.85,2.5
2024-01-11,0.00,6.5
2024-01-12,0.00,2.4
2024-01-13,26.99,4.0
2024-01-14,2.14,5.8
2024-01-15,0.00,-2.6
2024-01-16,1.78,-5.3
2024-01-17,8.76,-4.8
2024-01-18,0.00,-7.6
2024-01-19,0.00,-6.0
2024-01-20,1.43,-7.6
2024-01-21,0.00,-10.3
2024-01-22,0.00,-8.5
2024-01-23,0.00,-3.9
2024-01-24,4.01,0.9
2024-01-25,24.18,4.0
2024-01-26,10.19,6.8
2024-01-27,3.71,3.1
2024-01-28,5.75,2.7
2024-01-29,19.46,1.1
2024-01-30,1.71,-0.3
2024-01-31,0.00,-2.2
2024-02-01,0.00,-1.6
2024-02-02,0.00,2.4
2024-02-03,0.00,1.3
2024-02-04,0.00,-1.2
2024-02-05,0.00,0.2
2024-02-06,0.00,-0.4
2024-02-07,0.00,-0.6
2024-02-08,0.00,0.7
2024-02-09,0.00,2.5
2024-02-10,0.00,2.9
2024-02-11,0.52,6.2
2024-02-12,0.41,1.1
2024-02-13,7.33,-0.2
2024-02-14,15.79,-2.3
2024-02-15,0.00,-4.2
2024-02-16,0.37,-2.3
2024-02-17,0.94,-0.8
2024-02-18,1.11,-4.3
2024-02-19,0.00,-2.6
2024-02-20,0.00,-4.6
2024-02-21,0.00,-3.6
2024-02-22,0.00,-1.4
2024-02-23,4.54,-1.0
2024-02-24,0.40,3.5
2024-02-25,0.00,-2.4
2024-02-26,0.00,-2.3
2024-02-27,0.30,4.7
2024-02-28,12.52,5.8
2024-02-29,20.14,4.1
2024-03-01,0.00,-3.5
2024-03-02,0.00,-0.4
2024-03-03,34.65,5.0
2024-03-04,0.00,10.2
2024-03-05,0.00,9.2
2024-03-06,7.24,5.2
2024-03-07,44.33,7.0
2024-03-08,2.99,5.1
2024-03-09,0.00,5.2
2024-03-10,39.50,3.4
2024-03-11,0.82,3.0
2024-03-12,0.00,2.7
2024-03-13,0.00,6.5
2024-03-14,0.00,8.5
2024-03-15,0.00,10.5
2024-03-16,0.00,7.5
2024-03-17,0.77,6.8
2024-03-18,0.74,7.3
2024-03-19,0.00,3.5
2024-03-20,0.00,2.5
2024-03-21,3.50,2.2
2024-03-22,0.00,-1.7
2024-03-23,6.47,-0.4
2024-03-24,62.51,-0.6
2024-03-25,0.00,0.7
2024-03-26,0.00,3.7
2024-03-27,0.29,4.5
2024-03-28,22.57,9.4
2024-03-29,17.86,6.8
2024-03-30,0.00,6.3
2024-03-31,0.00,7.2
2024-04-01,0.00,6.5
2024-04-02,0.00,7.3
2024-04-03,7.65,6.6
2024-04-04,33.87,2.3
2024-04-05,4.10,1.3
2024-04-06,0.00,2.9
2024-04-07,0.00,3.8
2024-04-08,0.00,4.5
2024-04-09,0.00,10.4
2024-04-10,0.00,13.2
2024-04-11,0.00,12.3
2024-04-12,33.66,11.7
2024-04-13,11.67,10.7
2024-04-14,0.32,7.2
2024-04-15,1.23,10.0
2024-04-16,0.00,13.1
2024-04-17,0.00,11.0
2024-04-18,10.17,10.1
2024-04-19,8.55,5.7
2024-04-20,2.96,10.1
2024-04-21,4.40,7.8
2024-04-22,0.00,4.6
2024-04-23,0.00,6.2
2024-04-24,0.00,9.5
2024-04-25,0.00,8.1
2024-04-26,0.00,5.8
2024-04-27,1.14,7.6
2024-04-28,6.28,10.5
2024-04-29,3.04,14.1
2024-04-30,0.00,16.9
2024-05-01,3.70,13.1
2024-05-02,0.00,13.3
2024-05-03,0.00,16.2
2024-05-04,0.00,11.5
2024-05-05,0.00,13.4
2024-05-06,21.85,9.4
2024-05-07,0.00,16.0
2024-05-08,0.53,17.4
2024-05-09,21.11,16.7
2024-05-10,2.53,13.4
2024-05-11,0.01,8.3
2024-05-12,0.00,10.0
2024-05-13,0.00,10.1
2024-05-14,0.00,14.8
2024-05-15,0.01,18.5
2024-05-16,42.14,15.2
2024-05-17,10.11,13.7
2024-05-18,0.00,17.2
2024-05-19,9.42,13.1
2024-05-20,0.00,14.9
2024-05-21,0.00,18.3
2024-05-22,0.00,20.8
2024-05-23,0.64,22.3
2024-05-24,10.00,18.5
2024-05-25,0.00,19.3
2024-05-26,1.42,19.2
2024-05-27,0.00,21.6
2024-05-28,11.41,19.4
2024-05-29,0.00,19.5
2024-05-30,9.90,17.4
2024-05-31,2.03,12.7
2024-06-01,0.00,16.5
2024-06-02,0.00,18.8
2024-06-03,0.00,20.9
2024-06-04,0.00,20.9
2024-06-05,0.00,19.6
2024-06-06,0.12,21.6
2024-06-07,1.53,18.9
2024-06-08,0.26,19.6
2024-06-09,0.00,17.7
2024-06-10,6.64,15.4
2024-06-11,0.00,15.7
2024-06-12,0.00,15.9
2024-06-13,0.00,18.0
2024-06-14,0.00,21.6
2024-06-15,0.64,21.2
2024-06-16,0.00,16.5
2024-06-17,0.00,17.5
2024-06-18,0.00,20.8
2024-06-19,0.00,24.1
2024-06-20,0.00,24.8
2024-06-21,0.00,26.0
2024-06-22,17.01,26.5
2024-06-23,33.03,23.3
2024-06-24,5.10,24.6
2024-06-25,0.00,20.7
2024-06-26,0.00,23.8
2024-06-27,21.43,23.6
2024-06-28,0.00,18.1
2024-06-29,0.00,18.5
2024-06-30,0.33,19.6
2024-07-01,19.48,22.0
2024-07-02,0.00,19.7
2024-07-03,0.00,20.7
2024-07-04,0.01,21.0
2024-07-05,9.60,21.9
2024-07-06,6.79,24.6
2024-07-07,16.38,23.6
2024-07-08,0.00,25.1
2024-07-09,0.00,26.4
2024-07-10,0.03,26.7
2024-07-11,2.82,26.3
2024-07-12,0.00,24.1
2024-07-13,0.83,24.0
2024-07-14,10.27,23.7
2024-07-15,0.00,25.5
2024-07-16,0.00,26.1
2024-07-17,6.98,25.5
2024-07-18,10.91,25.5
2024-07-19,0.00,21.3
2024-07-20,0.00,20.5
2024-07-21,3.82,22.3
2024-07-22,0.47,22.3
2024-07-23,11.56,22.9
2024-07-24,1.70,21.3
2024-07-25,1.94,21.4
2024-07-26,19.93,19.6
2024-07-27,0.00,19.7
2024-07-28,0.00,21.1
2024-07-29,26.81,21.6
2024-07-30,18.16,18.9
2024-07-31,0.32,24.7
2024-08-01,6.40,23.9
2024-08-02,0.00,25.6
2024-08-03,0.83,27.1
2024-08-04,1.45,26.1
2024-08-05,16.02,22.8
2024-08-06,1.29,25.3
2024-08-07,14.38,18.4
2024-08-08,2.02,16.8
2024-08-09,2.82,18.3
2024-08-10,15.34,22.8
2024-08-11,0.00,21.4
2024-08-12,0.00,19.5
2024-08-13,2.97,18.8
2024-08-14,0.00,20.0
2024-08-15,0.00,21.5
2024-08-16,4.47,21.4
2024-08-17,0.00,21.0
2024-08-18,14.95,20.5
2024-08-19,17.73,19.0
2024-08-20,25.62,20.5
2024-08-21,0.00,14.6
2024-08-22,0.00,15.7
2024-08-23,0.00,16.8
2024-08-24,0.00,19.3
2024-08-25,0.00,20.2
2024-08-26,0.00,21.6
2024-08-27,3.64,20.0
2024-08-28,0.00,21.9
2024-08-29,0.00,23.3
2024-08-30,0.00,16.2
2024-08-31,0.00,18.4
2024-09-01,0.00,20.3
2024-09-02,6.35,21.2
2024-09-03,0.00,15.9
2024-09-04,0.00,15.1
2024-09-05,0.00,17.7
2024-09-06,0.00,17.6
2024-09-07,0.00,18.4
2024-09-08,7.27,15.5
2024-09-09,0.00,13.0
2024-09-10,0.00,15.7
2024-09-11,0.00,16.1
2024-09-12,0.00,16.7
2024-09-13,0.00,17.8
2024-09-14,0.00,19.8
2024-09-15,0.00,20.8
2024-09-16,0.00,17.6
2024-09-17,0.00,18.0
2024-09-18,0.00,19.1
2024-09-19,0.00,18.5
2024-09-20,0.00,21.0
2024-09-21,0.00,17.2
2024-09-22,2.58,15.4
2024-09-23,0.00,14.2
2024-09-24,0.00,13.8
2024-09-25,0.00,14.3
2024-09-26,0.00,14.8
2024-09-27,9.47,17.4
2024-09-28,0.00,19.0
2024-09-29,0.00,17.8
2024-09-30,0.00,13.4
2024-10-01,0.00,16.5
2024-10-02,0.00,14.9
2024-10-03,0.00,13.8
2024-10-04,0.00,15.1
2024-10-05,0.00,16.1
2024-10-06,0.00,13.7
2024-10-07,0.79,13.6
2024-10-08,9.03,13.6
2024-10-09,0.00,11.1
2024-10-10,0.00,10.6
2024-10-11,0.00,8.2
2024-10-12,0.00,11.0
2024-10-13,0.00,11.4
2024-10-14,1.71,9.0
2024-10-15,0.00,8.1
2024-10-16,0.00,6.6
2024-10-17,0.00,5.7
2024-10-18,0.00,6.8
2024-10-19,0.00,10.2
2024-10-20,0.00,12.0
2024-10-21,0.00,13.2
2024-10-22,0.00,17.5
2024-10-23,0.00,18.3
2024-10-24,0.00,17.3
2024-10-25,0.00,11.7
2024-10-26,0.00,9.7
2024-10-27,0.00,8.7
2024-10-28,0.00,5.8
2024-10-29,0.00,7.0
2024-10-30,1.11,8.1
2024-10-31,0.00,15.7
2024-11-01,0.00,18.4
2024-11-02,0.00,16.6
2024-11-03,0.00,6.2
2024-11-04,0.00,4.1
2024-11-05,0.00,6.6
2024-11-06,0.00,16.9
2024-11-07,0.00,17.7
2024-11-08,0.00,11.3
2024-11-09,0.61,9.4
2024-11-10,0.00,4.1
2024-11-11,7.33,6.6
2024-11-12,0.00,12.3
2024-11-13,0.00,3.5
2024-11-14,0.00,2.5
2024-11-15,0.00,2.7
2024-11-16,0.00,6.6
2024-11-17,0.00,8.7
2024-11-18,0.00,9.8
2024-11-19,0.00,10.2
2024-11-20,0.00,8.2
2024-11-21,0.62,9.0
2024-11-22,31.86,5.2
2024-11-23,3.70,5.4
2024-11-24,4.02,5.4
2024-11-25,0.00,4.5
2024-11-26,0.00,4.6
2024-11-27,4.12,2.5
2024-11-28,0.01,4.4
