Time,Q (m3/s),Q (ft3/s)
11/13/2021,1.7131664,60.5
11/14/2021,1.80094848,63.6
11/15/2021,1.34221632,47.4
11/16/2021,1.0901968,38.5
11/17/2021,0.93728608,33.1
11/18/2021,0.88348416,31.2
11/19/2021,0.98259296,34.7
11/20/2021,0.85799904,30.3
11/21/2021,0.80136544,28.3
11/22/2021,1.14116704,40.3
11/23/2021,1.00807808,35.6
11/24/2021,0.86932576,30.7
11/25/2021,0.78720704,27.8
11/26/2021,0.82401888,29.1
11/27/2021,0.88348416,31.2
11/28/2021,0.79003872,27.9
11/29/2021,0.75605856,26.7
11/30/2021,0.70225664,24.8
12/01/2021,0.67677152,23.9
12/02/2021,0.69092992,24.4
12/03/2021,0.71641504,25.3
12/04/2021,0.64845472,22.9
12/05/2021,0.62863296,22.2
12/06/2021,0.70792,25
12/07/2021,1.24027584,43.8
12/08/2021,0.9344544,33
12/09/2021,0.8353456,29.5
12/10/2021,0.7503952,26.5
12/11/2021,0.9344544,33
12/12/2021,1.21195904,42.8
12/13/2021,0.94011776,33.2
12/14/2021,0.82401888,29.1
12/15/2021,0.79853376,28.2
12/16/2021,0.84667232,29.9
12/17/2021,0.75605856,26.7
12/18/2021,0.7220784,25.5
12/19/2021,1.36770144,48.3
12/20/2021,0.99675136,35.2
12/21/2021,0.82401888,29.1
12/22/2021,0.95427616,33.7
12/23/2021,0.87215744,30.8
12/24/2021,0.77021696,27.2
12/25/2021,0.95710784,33.8
12/26/2021,1.66219616,58.7
12/27/2021,1.30823616,46.2
12/28/2021,1.1043552,39
12/29/2021,1.09302848,38.6
12/30/2021,1.05338496,37.2
12/31/2021,1.10152352,38.9
01/01/2022,1.07320672,37.9
01/02/2022,1.43849344,50.8
01/03/2022,1.14966208,40.6
01/04/2022,0.92312768,32.6
01/05/2022,1.05338496,37.2
01/06/2022,1.16665216,41.2
01/07/2022,1.11568192,39.4
01/08/2022,1.0052464,35.5
01/09/2022,1.12134528,39.6
01/10/2022,1.13550368,40.1
01/11/2022,0.90896928,32.1
01/12/2022,0.8778208,31
01/13/2022,0.86932576,30.7
01/14/2022,0.8636624,30.5
01/15/2022,0.76172192,26.9
01/16/2022,0.7645536,27
01/17/2022,2.04164128,72.1
01/18/2022,1.7981168,63.5
01/19/2022,1.33938464,47.3
01/20/2022,1.2600976,44.5
01/21/2022,0.90330592,31.9
01/22/2022,0.8070288,28.5
01/23/2022,0.77588032,27.4
01/24/2022,0.77588032,27.4
01/25/2022,0.80986048,28.6
01/26/2022,0.64845472,22.9
01/27/2022,0.6512864,23
01/28/2022,0.7362368,26
01/29/2022,0.72491008,25.6
01/30/2022,0.75322688,26.6
01/31/2022,0.7928704,28
02/01/2022,0.86649408,30.6
02/02/2022,0.84384064,29.8
02/03/2022,1.29974112,45.9
02/04/2022,7.5605856,267
02/05/2022,3.9360352,139
02/06/2022,2.052968,72.5
02/07/2022,1.55459232,54.9
02/08/2022,3.4829664,123
02/09/2022,2.27100736,80.2
02/10/2022,1.83209696,64.7
02/11/2022,1.77263168,62.6
02/12/2022,2.09261152,73.9
02/13/2022,2.10393824,74.3
02/14/2022,1.64520608,58.1
02/15/2022,1.11285024,39.3
02/16/2022,1.34787968,47.6
02/17/2022,1.72166144,60.8
02/18/2022,4.5873216,162
02/19/2022,2.83168,100
02/20/2022,1.93403744,68.3
02/21/2022,1.59423584,56.3
02/22/2022,1.8689088,66
02/23/2022,4.4174208,156
02/24/2022,2.66461088,94.1
02/25/2022,2.15774016,76.2
02/26/2022,1.9680176,69.5
02/27/2022,1.62538432,57.4
02/28/2022,1.42433504,50.3
03/01/2022,1.24310752,43.9
03/02/2022,1.53477056,54.2
03/03/2022,1.78962176,63.2
03/04/2022,1.46114688,51.6
03/05/2022,1.203464,42.5
03/06/2022,1.59140416,56.2
03/07/2022,2.45223488,86.6
03/08/2022,2.34746272,82.9
03/09/2022,1.8264336,64.5
03/10/2022,1.88873056,66.7
03/11/2022,1.81793856,64.2
03/12/2022,2.06995808,73.1
03/13/2022,1.982176,70
03/14/2022,1.60273088,56.6
03/15/2022,1.4441568,51
03/16/2022,1.3875232,49
03/17/2022,1.30540448,46.1
03/18/2022,1.27142432,44.9
03/19/2022,1.15249376,40.7
03/20/2022,1.13833536,40.2
03/21/2022,1.02789984,36.3
03/22/2022,0.86083072,30.4
03/23/2022,0.79570208,28.1
03/24/2022,1.73298816,61.2
03/25/2022,3.5112832,124
03/26/2022,2.21437376,78.2
03/27/2022,1.5857408,56
03/28/2022,1.22611744,43.3
03/29/2022,1.03639488,36.6
03/30/2022,0.97976128,34.6
03/31/2022,1.02789984,36.3
04/01/2022,3.2281152,114
04/02/2022,2.26817568,80.1
04/03/2022,1.60556256,56.7
04/04/2022,1.4299984,50.5
04/05/2022,1.15249376,40.7
04/06/2022,1.32239456,46.7
04/07/2022,1.24877088,44.1
04/08/2022,3.6245504,128
04/09/2022,2.52585856,89.2
04/10/2022,2.03314624,71.8
04/11/2022,1.5857408,56
04/12/2022,1.54043392,54.4
04/13/2022,1.37902816,48.7
04/14/2022,1.18647392,41.9
04/15/2022,1.19780064,42.3
04/16/2022,1.0477216,37
04/17/2022,1.25443424,44.3
04/18/2022,1.0052464,35.5
04/19/2022,4.6439552,164
04/20/2022,2.8599968,101
04/21/2022,2.01615616,71.2
04/22/2022,1.699008,60
04/23/2022,1.48380032,52.4
04/24/2022,1.36770144,48.3
04/25/2022,1.2600976,44.5
04/26/2022,1.21479072,42.9
04/27/2022,1.32805792,46.9
04/28/2022,1.1043552,39
04/29/2022,0.97126624,34.3
04/30/2022,0.90330592,31.9
05/01/2022,0.8636624,30.5
05/02/2022,0.83817728,29.6
05/03/2022,1.00807808,35.6
05/04/2022,0.93728608,33.1
05/05/2022,0.8919792,31.5
05/06/2022,0.8070288,28.5
05/07/2022,0.75605856,26.7
05/08/2022,0.67393984,23.8
05/09/2022,0.60314784,21.3
05/10/2022,0.55784096,19.7
05/11/2022,0.5380192,19
05/12/2022,0.53518752,18.9
05/13/2022,0.52952416,18.7
05/14/2022,0.52952416,18.7
05/15/2022,0.53518752,18.9
05/16/2022,0.54085088,19.1
05/17/2022,0.61164288,21.6
05/18/2022,0.47005888,16.6
05/19/2022,0.58615776,20.7
05/20/2022,0.59748448,21.1
05/21/2022,0.566336,20
05/22/2022,0.47289056,16.7
05/23/2022,0.46439552,16.4
05/24/2022,0.36528672,12.9
05/25/2022,0.33130656,11.7
05/26/2022,0.30582144,10.8
05/27/2022,0.30298976,10.7
05/28/2022,0.5804944,20.5
05/29/2022,0.68526656,24.2
05/30/2022,0.4672272,16.5
05/31/2022,0.37095008,13.1
06/01/2022,0.30865312,10.9
06/02/2022,0.2973264,10.5
06/03/2022,0.28599968,10.1
06/04/2022,0.268443264,9.48
06/05/2022,0.233330432,8.24
06/06/2022,0.206146304,7.28
06/07/2022,0.188873056,6.67
06/08/2022,0.33130656,11.7
06/09/2022,1.30540448,46.1
06/10/2022,0.78154368,27.6
06/11/2022,0.47005888,16.6
06/12/2022,0.3681184,13
06/13/2022,0.35962336,12.7
06/14/2022,0.28599968,10.1
06/15/2022,0.237294784,8.38
06/16/2022,0.216906688,7.66
06/17/2022,0.21520768,7.6
06/18/2022,0.197934432,6.99
06/19/2022,0.202748288,7.16
06/20/2022,0.178679008,6.31
06/21/2022,0.185758208,6.56
06/22/2022,0.20812848,7.35
06/23/2022,0.223985888,7.91
06/24/2022,0.182926528,6.46
06/25/2022,0.163104768,5.76
06/26/2022,0.146114688,5.16
06/27/2022,0.31714816,11.2
06/28/2022,0.37095008,13.1
06/29/2022,0.22795024,8.05
06/30/2022,0.182926528,6.46
07/01/2022,0.155459232,5.49
07/02/2022,0.28883136,10.2
07/03/2022,0.215774016,7.62
07/04/2022,0.167918624,5.93
07/05/2022,0.15291072,5.4
07/06/2022,0.150362208,5.31
07/07/2022,0.126576096,4.47
07/08/2022,0.116382048,4.11
07/09/2022,0.106188,3.75
07/10/2022,0.09486128,3.35
07/11/2022,0.082685056,2.92
07/12/2022,0.081835552,2.89
07/13/2022,0.27325712,9.65
07/14/2022,0.189439392,6.69
07/15/2022,0.138185984,4.88
07/16/2022,0.10760384,3.8
07/17/2022,0.09344544,3.3
07/18/2022,0.095710784,3.38
07/19/2022,0.152061216,5.37
07/20/2022,0.116948384,4.13
07/21/2022,0.094294944,3.33
07/22/2022,0.07928704,2.8
07/23/2022,0.06796032,2.4
07/24/2022,0.05804944,2.05
07/25/2022,0.048704896,1.72
07/26/2022,0.047005888,1.66
07/27/2022,0.044174208,1.56
07/28/2022,0.040493024,1.43
07/29/2022,0.045023712,1.59
07/30/2022,0.05238608,1.85
07/31/2022,0.04105936,1.45
08/01/2022,0.041908864,1.48
08/02/2022,0.043041536,1.52
08/03/2022,0.03964352,1.4
08/04/2022,0.033696992,1.19
08/05/2022,0.027750464,0.98
08/06/2022,0.023786112,0.84
08/07/2022,0.020671264,0.73
08/08/2022,0.017839584,0.63
08/09/2022,0.013875232,0.49
08/10/2022,0.00991088,0.35
08/11/2022,0.014724736,0.52
08/12/2022,0.015291072,0.54
08/13/2022,0.013025728,0.46
08/14/2022,0.01132672,0.4
08/15/2022,0.009344544,0.33
08/16/2022,0.009061376,0.32
08/17/2022,0.013592064,0.48
08/18/2022,0.014724736,0.52
08/19/2022,0.012459392,0.44
08/20/2022,0.010194048,0.36
08/21/2022,0.00849504,0.3
08/22/2022,0.014441568,0.51
08/23/2022,0.045590048,1.61
08/24/2022,0.111568192,3.94
08/25/2022,0.056350432,1.99
08/26/2022,0.152627552,5.39
08/27/2022,0.140451328,4.96
08/28/2022,0.058332608,2.06
08/29/2022,0.040493024,1.43
08/30/2022,0.034263328,1.21
08/31/2022,0.065694976,2.32
09/01/2022,0.044740544,1.58
09/02/2022,0.03256432,1.15
09/03/2022,0.0283168,1
09/04/2022,0.024918784,0.88
09/05/2022,0.03114848,1.1
09/06/2022,0.90896928,32.1
09/07/2022,0.5238608,18.5
09/08/2022,0.247205664,8.73
09/09/2022,0.16848496,5.95
09/10/2022,0.132805792,4.69
09/11/2022,0.11468304,4.05
09/12/2022,0.116382048,4.11
09/13/2022,0.146964192,5.19
09/14/2022,0.147530528,5.21
09/15/2022,0.108170176,3.82
09/16/2022,0.086083072,3.04
09/17/2022,0.073057344,2.58
09/18/2022,0.067393984,2.38
09/19/2022,0.07503952,2.65
09/20/2022,0.120063232,4.24
09/21/2022,0.100807808,3.56
09/22/2022,0.26476208,9.35
09/23/2022,0.252869024,8.93
09/24/2022,0.143283008,5.06
09/25/2022,0.113833536,4.02
09/26/2022,0.131389952,4.64
09/27/2022,0.164520608,5.81
09/28/2022,0.116948384,4.13
09/29/2022,0.096843456,3.42
09/30/2022,0.085516736,3.02
10/01/2022,0.080986048,2.86
10/02/2022,0.078154368,2.76
10/03/2022,0.075322688,2.66
10/04/2022,0.073340512,2.59
10/05/2022,0.156025568,5.51
10/06/2022,0.33413824,11.8
10/07/2022,0.208977984,7.38
10/08/2022,0.160273088,5.66
10/09/2022,0.13733648,4.85
10/10/2022,0.12176224,4.3
10/11/2022,0.112700864,3.98
10/12/2022,0.105621664,3.73
10/13/2022,0.11893056,4.2
10/14/2022,0.65978144,23.3
10/15/2022,0.3964352,14
10/16/2022,0.267027424,9.43
10/17/2022,0.29166304,10.3
10/18/2022,0.51536576,18.2
10/19/2022,0.33696992,11.9
10/20/2022,0.257966048,9.11
10/21/2022,0.206995808,7.31
10/22/2022,0.203314624,7.18
10/23/2022,0.172449312,6.09
10/24/2022,0.18830672,6.65
10/25/2022,0.213225504,7.53
10/26/2022,0.4672272,16.5
10/27/2022,0.37661344,13.3
10/28/2022,0.269292768,9.51
10/29/2022,0.231065088,8.16
10/30/2022,0.212942336,7.52
10/31/2022,0.196235424,6.93
11/01/2022,0.20104928,7.1
11/02/2022,0.205579968,7.26
11/03/2022,0.190005728,6.71
11/04/2022,0.188023552,6.64
11/05/2022,0.173865152,6.14
11/06/2022,0.171033472,6.04
11/07/2022,0.171882976,6.07
11/08/2022,0.160839424,5.68
11/09/2022,0.148380032,5.24
11/10/2022,0.143849344,5.08
11/11/2022,0.176413664,6.23
11/12/2022,1.132672,40
11/13/2022,0.7645536,27
11/14/2022,0.55500928,19.6
11/15/2022,0.41908864,14.8
11/16/2022,0.92595936,32.7
11/17/2022,0.74473184,26.3
11/18/2022,0.54368256,19.2
11/19/2022,0.45873216,16.2
11/20/2022,0.38510848,13.6
11/21/2022,0.31997984,11.3
11/22/2022,0.30298976,10.7
11/23/2022,0.2973264,10.5
11/24/2022,0.31714816,11.2
11/25/2022,0.29449472,10.4
11/26/2022,0.283168,10
11/27/2022,0.29166304,10.3
11/28/2022,0.5380192,19
11/29/2022,0.42192032,14.9
11/30/2022,0.71358336,25.2
12/01/2022,1.60273088,56.6
12/02/2022,0.8919792,31.5
12/03/2022,1.11568192,39.4
12/04/2022,1.32522624,46.8
12/05/2022,0.88348416,31.2
12/06/2022,0.71924672,25.4
12/07/2022,3.0582144,108
12/08/2022,2.62213568,92.6
12/09/2022,1.59423584,56.3
12/10/2022,1.1185136,39.5
12/11/2022,0.94294944,33.3
12/12/2022,0.90330592,31.9
12/13/2022,0.79853376,28.2
12/14/2022,0.72774176,25.7
12/15/2022,0.68243488,24.1
12/16/2022,2.11526496,74.7
12/17/2022,2.72407616,96.2
12/18/2022,1.90572064,67.3
12/19/2022,1.35354304,47.8
12/20/2022,1.07037504,37.8
12/21/2022,0.92595936,32.7
12/22/2022,0.88631584,31.3
12/23/2022,4.389104,155
12/24/2022,3.2847488,116
12/25/2022,1.97934432,69.9
12/26/2022,1.44698848,51.1
12/27/2022,1.27142432,44.9
12/28/2022,1.10718688,39.1
12/29/2022,1.09586016,38.7
12/30/2022,1.0760384,38
12/31/2022,1.22611744,43.3
01/01/2023,2.20021536,77.7
01/02/2023,1.63671104,57.8
01/03/2023,1.87174048,66.1
01/04/2023,2.6476208,93.5
01/05/2023,2.42958144,85.8
01/06/2023,2.22570048,78.6
01/07/2023,2.20021536,77.7
01/08/2023,1.75847328,62.1
01/09/2023,1.53477056,54.2
01/10/2023,1.35071136,47.7
01/11/2023,1.19496896,42.2
01/12/2023,1.26859264,44.8
01/13/2023,3.5679168,126
01/14/2023,2.67310592,94.4
01/15/2023,2.01332448,71.1
01/16/2023,1.68768128,59.6
01/17/2023,1.49512704,52.8
01/18/2023,1.35637472,47.9
01/19/2023,1.49512704,52.8
01/20/2023,4.5590048,161
01/21/2023,2.9166304,103
01/22/2023,2.35312608,83.1
01/23/2023,4.2192032,149
01/24/2023,3.5396,125
01/25/2023,2.68443264,94.8
01/26/2023,9.8825632,349
01/27/2023,4.5590048,161
01/28/2023,3.1997984,113
01/29/2023,2.67310592,94.4
01/30/2023,2.35878944,83.3
01/31/2023,2.14358176,75.7
02/01/2023,1.93120576,68.2
02/02/2023,1.71599808,60.6
02/03/2023,1.54043392,54.4
02/04/2023,1.2459392,44
02/05/2023,1.31389952,46.4
02/06/2023,1.30823616,46.2
02/07/2023,1.17797888,41.6
02/08/2023,1.21479072,42.9
02/09/2023,1.1468304,40.5
02/10/2023,1.19496896,42.2
02/11/2023,1.1043552,39
02/12/2023,0.99675136,35.2
02/13/2023,0.95993952,33.9
02/14/2023,0.88631584,31.3
02/15/2023,0.82401888,29.1
02/16/2023,0.80136544,28.3
02/17/2023,0.849504,30
02/18/2023,0.83817728,29.6
02/19/2023,0.75889024,26.8
02/20/2023,0.7503952,26.5
02/21/2023,0.77588032,27.4
02/22/2023,0.74473184,26.3
02/23/2023,1.16665216,41.2
02/24/2023,1.02223648,36.1
02/25/2023,0.79853376,28.2
02/26/2023,0.77588032,27.4
02/27/2023,0.7503952,26.5
02/28/2023,0.85233568,30.1
03/01/2023,0.86083072,30.4
03/02/2023,1.32239456,46.7
03/03/2023,1.46114688,51.6
03/04/2023,1.82360192,64.4
03/05/2023,1.77263168,62.6
03/06/2023,1.69617632,59.9
03/07/2023,1.51778048,53.6
03/08/2023,1.27142432,44.9
03/09/2023,1.15815712,40.9
03/10/2023,1.1043552,39
03/11/2023,1.29124608,45.6
03/12/2023,1.15249376,40.7
03/13/2023,1.14966208,40.6
03/14/2023,7.0225664,248
03/15/2023,5.0120736,177
03/16/2023,3.1431648,111
03/17/2023,2.55417536,90.2
03/18/2023,2.23419552,78.9
03/19/2023,1.97084928,69.6
03/20/2023,1.75280992,61.9
03/21/2023,1.58290912,55.9
03/22/2023,1.45548352,51.4
03/23/2023,1.48946368,52.6
03/24/2023,1.4299984,50.5
03/25/2023,1.30823616,46.2
03/26/2023,1.42433504,50.3
03/27/2023,1.23461248,43.6
03/28/2023,1.61688928,57.1
03/29/2023,1.35071136,47.7
03/30/2023,1.17231552,41.4
03/31/2023,1.08170176,38.2
04/01/2023,1.63387936,57.7
04/02/2023,1.77263168,62.6
04/03/2023,1.30540448,46.1
04/04/2023,1.12984032,39.9
04/05/2023,1.03073152,36.4
04/06/2023,0.95993952,33.9
04/07/2023,0.8778208,31
04/08/2023,0.79853376,28.2
04/09/2023,0.77021696,27.2
04/10/2023,0.76738528,27.1
04/11/2023,0.71075168,25.1
04/12/2023,0.66827648,23.6
04/13/2023,0.62580128,22.1
04/14/2023,0.61447456,21.7
04/15/2023,0.59748448,21.1
04/16/2023,0.60314784,21.3
04/17/2023,0.60597952,21.4
04/18/2023,0.60597952,21.4
04/19/2023,0.53518752,18.9
04/20/2023,0.50120736,17.7
04/21/2023,0.49271232,17.4
04/22/2023,0.49271232,17.4
04/23/2023,10.335632,365
04/24/2023,5.9748448,211
04/25/2023,2.73540288,96.6
04/26/2023,2.01615616,71.2
04/27/2023,1.90288896,67.2
04/28/2023,1.75847328,62.1
04/29/2023,1.56591904,55.3
04/30/2023,2.54284864,89.8
05/01/2023,6.5978144,233
05/02/2023,3.6528672,129
05/03/2023,2.76655136,97.7
05/04/2023,2.68726432,94.9
05/05/2023,2.20021536,77.7
05/06/2023,1.9255424,68
05/07/2023,1.5998992,56.5
05/08/2023,1.68201792,59.4
05/09/2023,1.35354304,47.8
05/10/2023,1.16948384,41.3
05/11/2023,1.0335632,36.5
05/12/2023,0.93728608,33.1
05/13/2023,0.86932576,30.7
05/14/2023,0.79853376,28.2
05/15/2023,0.65978144,23.3
05/16/2023,0.61447456,21.7
05/17/2023,0.61447456,21.7
05/18/2023,0.49837568,17.6
05/19/2023,0.47005888,16.6
05/20/2023,1.31389952,46.4
05/21/2023,2.61080896,92.2
05/22/2023,1.43849344,50.8
05/23/2023,0.97126624,34.3
05/24/2023,0.7645536,27
05/25/2023,0.66827648,23.6
05/26/2023,0.56350432,19.9
05/27/2023,0.50687072,17.9
05/28/2023,0.46439552,16.4
05/29/2023,0.41625696,14.7
05/30/2023,0.36528672,12.9
05/31/2023,0.34546496,12.2
06/01/2023,0.33413824,11.8
06/02/2023,0.75889024,26.8
06/03/2023,0.71641504,25.3
06/04/2023,0.51253408,18.1
06/05/2023,0.42758368,15.1
06/06/2023,0.39077184,13.8
06/07/2023,0.4105936,14.5
06/08/2023,0.37095008,13.1
06/09/2023,0.37095008,13.1
06/10/2023,0.31997984,11.3
06/11/2023,0.28599968,10.1
06/12/2023,0.272407616,9.62
06/13/2023,0.34263328,12.1
06/14/2023,0.30015808,10.6
06/15/2023,0.3114848,11
06/16/2023,0.263063072,9.29
06/17/2023,0.34829664,12.3
06/18/2023,0.43041536,15.2
06/19/2023,0.3114848,11
06/20/2023,0.279486816,9.87
06/21/2023,0.29166304,10.3
06/22/2023,0.261647232,9.24
06/23/2023,0.236728448,8.36
06/24/2023,0.66827648,23.6
06/25/2023,0.54085088,19.1
06/26/2023,0.45590048,16.1
06/27/2023,0.52669248,18.6
06/28/2023,0.5097024,18
06/29/2023,0.67393984,23.8
06/30/2023,0.42758368,15.1
07/01/2023,0.33130656,11.7
07/02/2023,0.56067264,19.8
07/03/2023,2.59665056,91.7
07/04/2023,6.512864,230
07/05/2023,3.5679168,126
07/06/2023,1.61972096,57.2
07/07/2023,0.98542464,34.8
07/08/2023,0.7503952,26.5
07/09/2023,0.62013792,21.9
07/10/2023,1.52627552,53.9
07/11/2023,1.38469152,48.9
07/12/2023,0.86083072,30.4
07/13/2023,0.63429632,22.4
07/14/2023,2.00199776,70.7
07/15/2023,1.51778048,53.6
07/16/2023,4.3607872,154
07/17/2023,6.9942496,247
07/18/2023,3.0015808,106
07/19/2023,1.95952256,69.2
07/20/2023,1.4441568,51
07/21/2023,1.51778048,53.6
07/22/2023,2.00766112,70.9
07/23/2023,1.33372128,47.1
07/24/2023,0.94294944,33.3
07/25/2023,1.00241472,35.4
07/26/2023,1.57724576,55.7
07/27/2023,1.61122592,56.9
07/28/2023,2.4494032,86.5
07/29/2023,2.4210864,85.5
07/30/2023,3.9077184,138
07/31/2023,2.03597792,71.9
08/01/2023,1.35354304,47.8
08/02/2023,0.98259296,34.7
08/03/2023,0.80986048,28.6
08/04/2023,0.7220784,25.5
08/05/2023,0.68526656,24.2
08/06/2023,0.58898944,20.8
08/07/2023,1.28275104,45.3
08/08/2023,2.33896768,82.6
08/09/2023,1.4724736,52
08/10/2023,0.97976128,34.6
08/11/2023,0.94294944,33.3
08/12/2023,0.72774176,25.7
08/13/2023,0.90330592,31.9
08/14/2023,0.67393984,23.8
08/15/2023,1.12700864,39.8
08/16/2023,0.96843456,34.2
08/17/2023,0.79003872,27.9
08/18/2023,2.9449472,104
08/19/2023,2.07845312,73.4
08/20/2023,1.40451328,49.6
08/21/2023,0.98825632,34.9
08/22/2023,0.72774176,25.7
08/23/2023,0.57766272,20.4
08/24/2023,0.51819744,18.3
08/25/2023,0.849504,30
08/26/2023,0.8778208,31
08/27/2023,0.6654448,23.5
08/28/2023,0.56067264,19.8
08/29/2023,0.49271232,17.4
08/30/2023,0.495544,17.5
08/31/2023,0.4389104,15.5
09/01/2023,0.36528672,12.9
09/02/2023,0.33413824,11.8
09/03/2023,0.31431648,11.1
09/04/2023,0.29166304,10.3
09/05/2023,0.277787808,9.81
09/06/2023,0.265045248,9.36
09/07/2023,0.25060368,8.85
09/08/2023,0.3256432,11.5
09/09/2023,0.40209856,14.2
09/10/2023,2.27667072,80.4
09/11/2023,1.7414832,61.5
09/12/2023,1.27142432,44.9
09/13/2023,2.8883136,102
09/14/2023,2.5626704,90.5
09/15/2023,1.3308896,47
09/16/2023,0.89764256,31.7
09/17/2023,0.70792,25
09/18/2023,1.91421568,67.6
09/19/2023,2.25684896,79.7
09/20/2023,1.29124608,45.6
09/21/2023,1.0901968,38.5
09/22/2023,0.82401888,29.1
09/23/2023,0.70508832,24.9
09/24/2023,0.72774176,25.7
09/25/2023,1.87174048,66.1
09/26/2023,1.8122752,64
09/27/2023,1.19213728,42.1
09/28/2023,0.92879104,32.8
09/29/2023,6.1730624,218
09/30/2023,6.7393984,238
10/01/2023,3.0865312,109
10/02/2023,2.16340352,76.4
10/03/2023,1.73015648,61.1
10/04/2023,1.45548352,51.4
10/05/2023,1.2176224,43
10/06/2023,1.11001856,39.2
10/07/2023,1.22611744,43.3
10/08/2023,1.6706912,59
10/09/2023,1.24027584,43.8
10/10/2023,1.04488992,36.9
10/11/2023,0.92879104,32.8
10/12/2023,0.84100896,29.7
10/13/2023,0.78720704,27.8
10/14/2023,0.74190016,26.2
10/15/2023,0.73340512,25.9
10/16/2023,0.68526656,24.2
10/17/2023,0.66261312,23.4
10/18/2023,0.63995968,22.6
10/19/2023,0.62863296,22.2
10/20/2023,1.26292928,44.6
10/21/2023,3.0015808,106
10/22/2023,2.48055168,87.6
10/23/2023,1.5007904,53
10/24/2023,1.12700864,39.8
10/25/2023,0.9769296,34.5
10/26/2023,0.89764256,31.7
10/27/2023,0.82685056,29.2
10/28/2023,0.78720704,27.8
10/29/2023,0.91746432,32.4
10/30/2023,1.63671104,57.8
10/31/2023,1.3875232,49
11/01/2023,1.09586016,38.7
11/02/2023,0.94294944,33.3
11/03/2023,0.88348416,31.2
11/04/2023,0.83251392,29.4
11/05/2023,0.78437536,27.7
11/06/2023,0.74473184,26.3
11/07/2023,0.85516736,30.2
11/08/2023,0.78720704,27.8
11/09/2023,0.73057344,25.8
11/10/2023,0.70508832,24.9
11/11/2023,0.6937616,24.5
11/12/2023,0.66261312,23.4
11/13/2023,0.61164288,21.6
11/14/2023,0.61447456,21.7
11/15/2023,0.59182112,20.9
11/16/2023,0.5804944,20.5
11/17/2023,0.57483104,20.3
11/18/2023,0.58898944,20.8
11/19/2023,0.59182112,20.9
11/20/2023,0.53518752,18.9
11/21/2023,0.5097024,18
11/22/2023,1.9397008,68.5
11/23/2023,1.5149488,53.5
11/24/2023,1.02789984,36.3
11/25/2023,0.83251392,29.4
11/26/2023,0.72774176,25.7
11/27/2023,0.8778208,31
11/28/2023,0.79003872,27.9
11/29/2023,0.69092992,24.4
11/30/2023,0.63995968,22.6
12/01/2023,0.76172192,26.9
12/02/2023,0.85516736,30.2
12/03/2023,0.98259296,34.7
12/04/2023,1.3733648,48.5
12/05/2023,0.99675136,35.2
12/06/2023,0.84384064,29.8
12/07/2023,0.7503952,26.5
12/08/2023,0.6937616,24.5
12/09/2023,0.66827648,23.6
12/10/2023,2.18322528,77.1
12/11/2023,15.8290912,559
12/12/2023,4.9837568,176
12/13/2023,3.114848,110
12/14/2023,2.44373984,86.3
12/15/2023,2.13508672,75.4
12/16/2023,1.95102752,68.9
12/17/2023,1.9397008,68.5
12/18/2023,22.0587872,779
12/19/2023,11.3550368,401
12/20/2023,4.6156384,163
12/21/2023,3.5112832,124
12/22/2023,2.8883136,102
12/23/2023,2.52585856,89.2
12/24/2023,2.40409632,84.9
12/25/2023,2.2511856,79.5
12/26/2023,2.04447296,72.2
12/27/2023,2.0104928,71
12/28/2023,4.2192032,149
12/29/2023,3.1431648,111
12/30/2023,2.43241312,85.9
12/31/2023,2.0388096,72
01/01/2024,1.83776032,64.9
01/02/2024,1.65370112,58.4
01/03/2024,1.55459232,54.9
01/04/2024,1.48946368,52.6
01/05/2024,1.31956288,46.6
01/06/2024,1.23744416,43.7
01/07/2024,1.42716672,50.4
01/08/2024,1.30823616,46.2
01/09/2024,1.65936448,58.6
01/10/2024,22.4835392,794
01/11/2024,6.9942496,247
01/12/2024,3.681184,130
01/13/2024,8.6083072,304
01/14/2024,4.7289056,167
01/15/2024,3.1714816,112
01/16/2024,2.8883136,102
01/17/2024,2.6476208,93.5
01/18/2024,2.19738368,77.6
01/19/2024,2.0388096,72
01/20/2024,1.86041376,65.7
01/21/2024,1.67918624,59.3
01/22/2024,1.66785952,58.9
01/23/2024,1.53477056,54.2
01/24/2024,1.71599808,60.6
01/25/2024,5.9748448,211
01/26/2024,5.6350432,199
01/27/2024,3.6245504,128
01/28/2024,3.9360352,139
01/29/2024,4.530688,160
01/30/2024,2.973264,105
01/31/2024,2.41825472,85.4
02/01/2024,2.17189856,76.7
02/02/2024,2.052968,72.5
02/03/2024,1.90005728,67.1
02/04/2024,1.7414832,61.5
02/05/2024,1.60273088,56.6
02/06/2024,1.4724736,52
02/07/2024,1.39035488,49.1
02/08/2024,1.34787968,47.6
02/09/2024,1.31106784,46.3
02/10/2024,1.26859264,44.8
02/11/2024,1.24310752,43.9
02/12/2024,1.17797888,41.6
02/13/2024,1.2317808,43.5
02/14/2024,1.19213728,42.1
02/15/2024,1.07320672,37.9
02/16/2024,1.06188,37.5
02/17/2024,1.0194048,36
02/18/2024,0.9627712,34
02/19/2024,0.91463264,32.3
02/20/2024,0.8636624,30.5
02/21/2024,0.83817728,29.6
02/22/2024,0.85233568,30.1
02/23/2024,1.10718688,39.1
02/24/2024,1.14399872,40.4
02/25/2024,0.96560288,34.1
02/26/2024,0.92595936,32.7
02/27/2024,0.9627712,34
02/28/2024,2.17189856,76.7
